id,target
test_id1120,13.060949817773102
test_id1680,9.672401977741242
test_id1063,12.567576172654519
test_id3731,18.48385728577655
test_id9766,15.713452630967875
test_id3891,15.315961512783028
test_id2994,8.602346042316954
test_id8630,10.258171474123387
test_id4038,11.65610492531251
test_id5974,11.825992034324692
test_id1674,9.474061496203314
test_id9975,14.249935407897535
test_id9669,16.17081381432926
test_id8181,15.014568784071983
test_id6386,12.888444725767062
test_id6377,14.967716479338451
test_id9711,6.034205142331364
test_id10058,11.868714353441415
test_id10173,18.056833829806482
test_id1914,10.0799248929066
test_id6410,9.070787780717085
test_id2110,9.864465438445858
test_id6951,11.402739909198447
test_id4456,3.034728801412465
test_id6433,16.14555104895501
test_id1070,16.052561860387378
test_id7400,11.15307834429125
test_id9848,10.853107459045681
test_id8388,9.07913874817788
test_id2955,4.5313562481954
test_id4757,12.990266040260007
test_id1922,7.565253902935641
test_id801,13.419272512244104
test_id6159,11.928127919311546
test_id10626,14.014397858540246
test_id10371,4.948540608516058
test_id542,14.746674137945602
test_id990,10.51532378070876
test_id3779,3.8707225262570737
test_id9972,9.152958349516577
test_id10139,11.98335501326869
test_id3029,15.414377260732499
test_id8099,12.746334422139494
test_id4121,9.950784194792352
test_id1814,13.796114875274114
test_id9402,3.6566961114449263
test_id6701,11.48036912857086
test_id3346,10.828958164209126
test_id3633,13.59261576536351
test_id6834,5.582661796879922
test_id4401,12.779394647117643
test_id8327,16.105490882037746
test_id9950,11.758833359594751
test_id7648,14.394836743456185
test_id8910,12.804256363656055
test_id7849,10.894023102077353
test_id9133,12.34612300612469
test_id6481,11.696279291432916
test_id6740,12.301927927270448
test_id5252,11.761568707027989
test_id5732,11.741652916563188
test_id9544,9.140805836727756
test_id3706,5.015955665963471
test_id2322,8.749741947557407
test_id1627,11.159417775155719
test_id9018,-1.3414476370980222
test_id9318,14.580949639370198
test_id5534,14.565566857253206
test_id6091,10.925685360469714
test_id2238,10.718691094076359
test_id8100,14.113274666993826
test_id478,13.60483686420573
test_id10306,5.407196156579076
test_id4187,12.957942535584477
test_id5958,14.276150773723408
test_id4538,3.9676066480264334
test_id6470,14.152534115685121
test_id3642,14.203011104173873
test_id1095,9.75259453990797
test_id5397,13.921758088297251
test_id7830,12.135151057191058
test_id1692,13.993216404908585
test_id10704,4.912205118413409
test_id8909,15.002564503222485
test_id8870,5.311172901202011
test_id9160,13.749480777754789
test_id3017,14.911300725742992
test_id1088,11.617376661992694
test_id1797,10.8024937202732
test_id4275,10.716138197986384
test_id1097,1.9541095674816618
test_id2386,16.585322666215813
test_id8429,12.414427390785873
test_id477,14.117732530003877
test_id5845,2.5496327886555714
test_id4676,2.6947330956398012
test_id7242,11.264869494245717
test_id8661,13.010594724892126
test_id4869,4.5313562481954
test_id4256,10.339748163670063
test_id3369,10.925156961431446
test_id7501,6.712094291220388
test_id1589,16.573034695398523
test_id1758,14.251838566513788
test_id8756,15.733936613000546
test_id8394,6.289648308380653
test_id3169,-0.002267741062617975
test_id5458,12.348928196390487
test_id3958,-1.5110151156502505
test_id3463,13.56103843594768
test_id9718,11.330568827915176
test_id5063,14.919866716853353
test_id7730,15.55013318768399
test_id8853,8.346816015386597
test_id5124,12.891085419458888
test_id4471,16.933956879681478
test_id2456,11.894118633116076
test_id6719,14.681826326639104
test_id5297,13.921758088297251
test_id2867,10.987146034876062
test_id3583,14.388367955673612
test_id9865,11.905448384964583
test_id4229,10.951982220760142
test_id365,13.507706334585038
test_id8020,7.591562376138077
test_id8598,16.67048315088647
test_id8483,11.163843349755762
test_id3898,11.780469838358467
test_id4970,11.338100373461486
test_id808,6.752256987377408
test_id880,9.118386973635639
test_id4524,11.05341444079895
test_id3682,15.703341170432726
test_id8569,7.5724197217336355
test_id10715,17.029866315794052
test_id7903,16.916265050779487
test_id3460,11.806550448972967
test_id10374,3.9616854531355274
test_id9437,6.161453192184926
test_id6336,13.279165317196108
test_id1193,2.407593472888438
test_id3291,16.855974907993836
test_id4449,11.159417775155719
test_id2356,10.659769141998032
test_id550,9.185482192128731
